PostId;StudentId;Content
16;364;"In folgendem Text behandeln wir die Frage, wa beachtet werden muss, wenn Brainstorming zu einem guten Ergebnis fhren soll. Innerhalb der Kleingruppen sollten klare Ziele, wie auch Teilziele vereinbart werden. Wer also ber keine Infos verfgt, wie man bspw. Mll trennen kann und hnliches, dem fehlen wesentliche Anleitungen, um berhaupt eine Problemlsung zu finden. Denn Ideen stellen laut der SIAM-Theorie nichts anderes als Problemlsungen dar. Die Entwicklung von Ideen ist ein Zwei-Phasen-Prozess: Die erste ist die Wissensaktivierung, die zweite die Ideengenerierung. Damit berhaupt Wissen abgerufen werden kann, muss das Gedchtnis auf Sondierungscues zurckgreifen, um im Langzeitgedchtnis berhaupt nach Infos suchen zu knnen. Das Image, welches dann abgerufen wird, um Ideen zu generieren hngt von den Sondierungscues und Elementen des Images ab. Ist ein Image ausgewhlt, knnen neue Assoziationen gebildet werden. Dadurch entstehen die Ideen, die dann via Brainwriting zum Beispiel aufgeschrieben und spter der Gruppe mitgeteilt werden knnen. Brainwriting bietet sich insofern an, dass es sich um eine Gruppe von 8 Personen handelt, die sich in einem Raum befinden. Es ist daher sinnvoll, wenn eine Zeit festgelegt wird, in denen Personen stumm brainstormen und dies erst nach Ablauf der Zeit den restlichen Mitglieder mitteilen, um zu verhindern, dass der Ideengenerierungsprozess unntigen Wartezeiten ausgeliefert wird."
17;364;"So weit so gut :) Haben jetzt 412 Wrter.Jennifer, du hast nur 70 geschrieben. Es wre toll, wenn du noch verdoppelt knntest, damit die Arbeit ausgeglichen aufgeteilt ist!Ich hoffe die letzte Person beteiligt sich auch noch. Sonst mssen wir morgen nochmal ran...Michelle, deinem Text fehlten einige Leerzeichen. Das passiert erfahrungsgem, wenn man aus Word kopiert... nur damit du bescheid weit frs nchste Mal :) Hab sie jetzt eingefgt.Schnen Abend euch!"
18;378;"Oh huppsi, sonst achte ich eigentlich drauf. Aber danke frs Einfgen!"
19;364;"Hi, ich habe der letzten Person jetzt mal geschrieben...ich mchte heute Nachmittag weg. Deswegen werde ich wohl oder bel in ca 1 oder 2 Stunden etwas Text verfassen (mssen). Wre super, wenn ich etwas Hilfe bekme..."
20;378;"Brainwriting hat darber hinaus keinen Leistungsverlust, dadurch, dass keine Gedankenblockierung besteht."
21;378;"Ich hab jetzt noch einen Satz hinzugefgt, aber mehr auch nicht, da mir persnlich nichts mehr einfllt. Allerdings sollten wir das einfach so belassen, Janina, denn wir haben unseren Teil ja erfllt. Was mit der anderen Person ist, kann uns ja egal sein. Die Prfer sehen ja, wer was gemacht hat"
22;364;"In folgendem Text behandeln wir die Frage, was beachtet werden muss, wenn Brainstorming zu einem guten Ergebnis fhren soll."
23;364;"Brainwriting hat darber hinaus keinen Leistungsverlust, dadurch, dass whrenddessen keine Gedankenblockierung besteht. Fazit ist also, dass in einer Situation, wie die vorliegende, kein perfektes Ergebnis erarbeitet werden kann. Zu viele Faktoren behindern einen durchgehenden Ideenfluss und die Produktivitt wird stndig gestrt. Es kann diesen Faktoren zwar etwas entgegengewirkt werden (zumBeispiel durch Brainwriting), aber vllig beseitigen kann man diese nicht. Vergleicht man diese Brainstorming-Situation allerdings mit einer Einzelarbeit, wird es in der Gruppe sicherlich mehrere und  produktivere Anstze geben."
24;364;"Hab jetzt noch ein kleines Fazit zugefgt... ich hoffe das geht so in Ordnung..."
25;364;"Brainwriting hat darber hinaus keinen Leistungsverlust, dadurch, dass whrenddessen keine Gedankenblockierung entsteht."
26;378;"Ach bestimmt. Wir sind ja nicht dafr verantwortlich, wenn Leute wieder nicht (richtig) mitmachen. Total daneben ist es natrlich trotzdem :/"
27;396;"Trotz Behinderungen des Ideenflusses und der Ideenentwicklung gewinnt Brainstorming immer mehr an Beliebtheit in kreativen Unternehmen, wie z.B. Yahoo, Google. Der gemeinsame Austausch von Informationen kann auch  den Spafaktor frdern und damit die Produktivitt erhhen. Ein Nachteil dabei ist, dass fast immer in jeder Gruppe mindestens eine Person ignoriert wird. Zustzlich besteht die Gefahr, dass genauso mindestens eine Person die Richtung des Brainstormings fhrt, und alle anderen Teilnehmer ihre Ideen auf die der fhrenden Person danach richten. Die Objektivitt wird dadurch missachtet."
